,"Pref Vendor","Reorder Pt (Min)","Max","On Hand","On Sales Order","For Assemblies","Available","Order","On PO","Reorder Qty","Next Deliv","Sales/Week"
"Inventory",,,,,,,,,,,,
"R61-516530-B (15x10 Injector Polished 5x4.50, 3.00 bs - BLEMISHED)","Custom Wheel Solutions","","",6,0,0,6,,0,0,,0.5
"R61-516537-B (15x10 Injector Polished 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R61-517337-B (15x10 Injector Polished 5x5.00, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R61-587345-B (15x8 Injector Polished 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R61-588537-B (15x8 Injector Polished 5x5.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",6,0,0,6,,0,0,,0
"R61-588545-B (15x8 Injector Polished 5x5.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"R6 DEFECT (Injector:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R6 DEFECT (Injector:  Blemished, Mounted or Refinish Wheels)",,,,32,0,0,32,,0,,,0.5
"R7 DEFECT (Strike:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R70-516140-B (15x10 Strike As Cast Center Machined Outer 5x4.75, 4.00 bs - BLEMIS...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-517340-B (15x10 Strike As Cast Center Machined Outer 5x5.00, 4.00 bs - BLEMIS...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-576542-B (15x7 Strike As Cast Center Machined Outer 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-577342-B (15x7 Strike As Cast Center Machined Outer 5x5.00, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-586145-B (15x8 Strike As Cast Center Machined Outer 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-586540-B (15x8 Strike As Cast Center Machined Outer 5x4.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R70-586545-B (15x8 Strike As Cast Center Machined Outer 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"R70-587340-B (15x8 Strike As Cast Center Machined Outer 5x5.00, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-587345-B (15x8 Strike As Cast Center Machined Outer 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"R70-588540-B (15x8 Strike As Cast Center Machined Outer 5x5.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-588545-B (15x8 Strike As Cast Center Machined Outer 5x5.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R70-786145-B (17x8 Strike As Cast Center Machined Outer 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R71-546117-B (15x4.5 Strike Polished 5x4.75, 1.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R71-577342-B (15x7 Strike Polished 5x5.00, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R71-578542-B (15x7 Strike Polished 5x5.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R71-586540-B (15x8 Strike Polished 5x4.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R71-587345-B (15x8 Strike Polished 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R71-588540-B (15x8 Strike Polished 5x5.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R71-588545-B (15x8 Strike Polished 5x5.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R7 DEFECT (Strike:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R7 DEFECT (Strike:  Blemished, Mounted or Refinish Wheels)",,,,30,0,0,30,,0,,,0
"R8 DEFECT (Solid:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R80-867323-B (18x6 Solid As Cast 5x5.00, 2.375 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R88-656518-B (16x5 Solid Full Machined 5x4.50, 1.875 bs - 3.08 cb - BLEMISHED)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0.9
"R8 DEFECT (Solid:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R8 DEFECT (Solid:  Blemished, Mounted or Refinish Wheels)",,,,1,0,0,1,,0,,,0.9
"R9 DEFECT (Fire:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R90-657323-B (16x5 Fire As Cast 5x5.00, 2.375 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R93-658523-B (16x5 Fire Gray Painted 5x5.50, 2.375 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R9 DEFECT (Fire:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R9 DEFECT (Fire:  Blemished, Mounted or Refinish Wheels)",,,,2,0,0,2,,0,,,0
"RGA Memo (Return Authorization as follows:  Reason for return:)",,"","",0,5,0,-5,,0,0,,0
"TTR1 DEFECT (Attack:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"TTR19-816155-B (18x10 Attack Titanium Accents / Machined Face & Outer / Clearcoat...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"TTR19-816160-B (18x10 Attack Titanium Accents / Machined Face & Outer / Clearcoat...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"TTR1 DEFECT (Attack:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total TTR1 DEFECT (Attack:  Blemished, Mounted or Refinish Wheels)",,,,2,0,0,2,,0,,,0
"RT-DEFECT WHEELS (DEFECTS:  BLEMISHED, MOUNTED OR REFINISH WHEELS) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total RT-DEFECT WHEELS (DEFECTS:  BLEMISHED, MOUNTED OR REFINISH WHEELS)",,,,245,13,0,232,,0,,,1.6
"RT-DISPLAY WHEELS & ACCESSORIES (DISPLAY WHEELS)",,,,,,,,,,,,
"LTR1 DISPLAY (Display Wheel -  Light Truck, Booster 6 LTR1x-  Size:)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"MMR1 DISPLAY (Display Wheel -  MM Booster MMR1x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R1 DISPLAY (Display Wheel -  Booster R1x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R10 DISPLAY (Display Wheel -  Sunburst R10x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R2 DISPLAY (Display Wheel -  Fuel R2x-  Size:)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R3 DISPLAY (Display Wheel -  Igniter R3x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R4 DISPLAY (Display Wheel -  Launcher R4x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R6 DISPLAY (Display Wheel -  Injector R6x-  Size:)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R7 DISPLAY (Display Wheel -  Strike R7x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R8 DISPLAY (Display Wheel -  Solid R8x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"R9 DISPLAY (Display Wheel -  Fire R9x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"RAccess - DISPLAY (Rocket Display- Wheel Accessories:)",,"","",0,0,0,0,,0,0,,0
"RS-x DISPLAY - Single Spinner (Rocket Display Single Spinner (sold as sets, purch...",,"","",16,0,0,16,,0,0,,0
"RS-x DISPLAY SET (Rocket Display Spinner Set)",,"","",0,0,0,0,,0,0,,0
"TTR1 DISPLAY (Display Wheel -  T&T Attack TTR1x-  Size:)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"RT-DISPLAY WHEELS & ACCESSORIES (DISPLAY WHEELS) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total RT-DISPLAY WHEELS & ACCESSORIES (DISPLAY WHEELS)",,,,20,0,0,20,,0,,,0
"RT-GIVEAWAY/FEATURE WHEELS (GIVEAWAY AND/OR FEATURE WHEELS)",,,,,,,,,,,,
"LTR1 GIVEAWAY (Giveaway/Feature Wheel - LTR Booster:)",,"","",0,0,0,0,,0,0,,0
"MMR1 GIVEAWAY (Giveaway/Feature Wheel - MM Booster:)",,"","",0,0,0,0,,0,0,,0
"R1 GIVEAWAY (Giveaway/Feature Wheel - Booster:)",,"","",0,0,0,0,,0,0,,0
"R10 GIVEAWAY (Giveaway/Feature Wheel - Sunburst:)",,"","",0,0,0,0,,0,0,,0
"R2 GIVEAWAY (Giveaway/Feature Wheel - Fuel:)",,"","",0,0,0,0,,0,0,,0
"R3 GIVEAWAY (Giveaway/Feature Wheel - Igniter:)",,"","",0,0,0,0,,0,0,,0
"R4 GIVEAWAY (Giveaway/Feature Wheel - Launcher:)",,"","",0,0,0,0,,0,0,,0
"R5 GIVEAWAY (Giveaway/Feature Wheel - Velocity:)",,"","",0,0,0,0,,0,0,,0
"R6 GIVEAWAY (Giveaway/Feature Wheel - Injector:)",,"","",0,0,0,0,,0,0,,0
"R7 GIVEAWAY (Giveaway/Feature Wheel - Strike:)",,"","",0,0,0,0,,0,0,,0
"R8 GIVEAWAY (Giveaway/Feature Wheel - Solid:)",,"","",0,0,0,0,,0,0,,0
"R9 GIVEAWAY (Giveaway/Feature Wheel - Fire:)",,"","",0,0,0,0,,0,0,,0
"RAccess- GIVEAWAY (Giveaway/Feature - Wheel Accessories:)",,"","",0,0,0,0,,0,0,,0
"RS-x GIVEAWAY (Giveaway/Feature Wheel - Rocket Spinner:)",,"","",0,0,0,0,,0,0,,0
"TTR1 GIVEAWAY (Giveaway/Feature Wheel - Track&Touring Rocket Attack:)",,"","",0,0,0,0,,0,0,,0
"RT-GIVEAWAY/FEATURE WHEELS (GIVEAWAY AND/OR FEATURE WHEELS) - Other",,"","",0,0,0,0,,0,0,,0
"Total RT-GIVEAWAY/FEATURE WHEELS (GIVEAWAY AND/OR FEATURE WHEELS)",,,,0,0,0,0,,0,,,0
"RT-PROMO ITEMS ('Rocket Racing Wheels' Promo Items)",,,,,,,,,,,,
"R99-0016B (3-Cube Wheel Display - Black  *Accommodates up to 20' wheels)",,"","",4,0,0,4,,0,0,,0
"RB3X6-2 ('Rocket Racing Wheels' Banner  - 3' H x 6' W - Booster Wheel 'Ride A Roc...","Britten Banners Inc.","","",74,0,0,74,,0,0,,0
"RRH1-B-L/XL (Rocket Racing Wheels Logo Hat, Black, Flex-Fit, Large/X Large)","1st Place Screenprinting","","",103,0,0,103,,0,0,,0
"RRH1-B-S/M (Rocket Racing Wheels Logo Hat, Black, Flex-Fit, Small/Medium)","1st Place Screenprinting","","",127,0,0,127,,0,0,,0
"RRW-1017.v2 (Rocket Racing Wheels Retail Catalog * Version 10/2017.v2 (Reprint w/...","Admark, Inc.","","",25269,0,0,25269,,0,0,,0
"RTS1-B-2XL (Rocket Racing Wheels Logo TShirt, Black, 2XL)","1st Place Screenprinting","","",26,0,0,26,,0,0,,0
"RTS1-B-3XL (Rocket Racing Wheels Logo TShirt, Black, 3XL)","1st Place Screenprinting","","",24,0,0,24,,0,0,,0.2
"RTS1-B-4XL (Rocket Racing Wheels Logo TShirt, Black, 4XL)","1st Place Screenprinting","","",25,0,0,25,,0,0,,0.5
"RTS1-B-L (Rocket Racing Wheels Logo TShirt, Black, Large)","1st Place Screenprinting","","",74,0,0,74,,0,0,,0.5
"RTS1-B-M (Rocket Racing Wheels Logo TShirt, Black, Medium)","1st Place Screenprinting","","",7,0,0,7,,0,0,,0.2
"RTS1-B-S (Rocket Racing Wheels Logo TShirt, Black, Small)","1st Place Screenprinting","","",42,0,0,42,,0,0,,0
"RTS1-B-XL (Rocket Racing Wheels Logo TShirt, Black, X-Large)","1st Place Screenprinting","","",28,0,0,28,,0,0,,0.2
"RTS1-G-2XL (Rocket Racing Wheels Logo TShirt, Gray, 2XL)","1st Place Screenprinting","","",32,0,0,32,,0,0,,0.5
"RTS1-G-3XL (Rocket Racing Wheels Logo TShirt, Gray, 3XL)","1st Place Screenprinting","","",26,0,0,26,,0,0,,0
"RTS1-G-4XL (Rocket Racing Wheels Logo TShirt, Gray, 4XL)","1st Place Screenprinting","","",9,0,0,9,,0,0,,0
"RTS1-G-L (Rocket Racing Wheels Logo TShirt, Gray, Large)","1st Place Screenprinting","","",40,0,0,40,,0,0,,0.2
"RTS1-G-M (Rocket Racing Wheels Logo TShirt, Gray, Medium)","1st Place Screenprinting","","",18,0,0,18,,0,0,,0.2
"RTS1-G-S (Rocket Racing Wheels Logo TShirt, Gray, Small)","1st Place Screenprinting","","",37,0,0,37,,0,0,,0
"RTS1-G-XL (Rocket Racing Wheels Logo TShirt, Gray, X-Large)","1st Place Screenprinting","","",39,0,0,39,,0,0,,0.2
"RTS1-W-2XL (Rocket Racing Wheels Logo TShirt, White, 2XL)","1st Place Screenprinting","","",37,0,0,37,,0,0,,0
"RTS1-W-3XL (Rocket Racing Wheels Logo TShirt, White, 3XL)","1st Place Screenprinting","","",35,0,0,35,,0,0,,0
"RTS1-W-4XL (Rocket Racing Wheels Logo TShirt, White, 4XL)","1st Place Screenprinting","","",10,0,0,10,,0,0,,0
"RTS1-W-L (Rocket Racing Wheels Logo TShirt, White, Large)","1st Place Screenprinting","","",24,0,0,24,,0,0,,0
"RTS1-W-M (Rocket Racing Wheels Logo TShirt, White, Medium)","1st Place Screenprinting","","",25,0,0,25,,0,0,,0
"RTS1-W-S (Rocket Racing Wheels Logo TShirt, White, Small)","1st Place Screenprinting","","",35,0,0,35,,0,0,,0
"RTS1-W-XL (Rocket Racing Wheels Logo TShirt, White, X-Large)","1st Place Screenprinting","","",42,0,0,42,,0,0,,0
"RTS2-G-2XL (Rocket Racing Wheels Track TShirt, Gray, 2XL)","1st Place Screenprinting","","",42,0,0,42,,0,0,,0
"RTS2-G-3XL (Rocket Racing Wheels Track TShirt, Gray, 3XL)","1st Place Screenprinting","","",29,0,0,29,,0,0,,0
"RTS2-G-4XL (Rocket Racing Wheels Track TShirt, Gray, 4XL)","1st Place Screenprinting","","",18,0,0,18,,0,0,,0
"RTS2-G-L (Rocket Racing Wheels Track TShirt, Gray, Large)","1st Place Screenprinting","","",61,0,0,61,,0,0,,0
"RTS2-G-M (Rocket Racing Wheels Track TShirt, Gray, Medium)","1st Place Screenprinting","","",36,0,0,36,,0,0,,0
"RTS2-G-S (Rocket Racing Wheels Track TShirt, Gray, Small)","1st Place Screenprinting","","",15,0,0,15,,0,0,,0
"RTS2-G-XL (Rocket Racing Wheels Track TShirt, Gray, X-Large)","1st Place Screenprinting","","",71,0,0,71,,0,0,,0
"RT-PROMO ITEMS ('Rocket Racing Wheels' Promo Items) - Other",,"","",0,0,0,0,,0,0,,0
"Total RT-PROMO ITEMS ('Rocket Racing Wheels' Promo Items)",,,,26484,0,0,26484,,0,,,2.7
"RT-SCRAP WHEELS (DEFECTS:  SCRAP WHEELS.  Wheels not useful for Display, Refinish...",,,,,,,,,,,,
"LTR1 SCRAP (LTR1 SCRAP Wheel, Beyond Repair.  LT Booster:)",,"","",0,0,0,0,,0,0,,0
"MMR1 SCRAP (MMR1 SCRAP Wheel, Beyond Repair.  MM Booster:)",,"","",2,0,0,2,,0,0,,0
"R1 SCRAP (R1 SCRAP Wheel, Beyond Repair.  Booster:)",,"","",3,0,0,3,,0,0,,0
"R10 SCRAP (R10 SCRAP Wheel, Beyond Repair.  Sunburst:)",,"","",0,0,0,0,,0,0,,0
"R2 SCRAP (R2 SCRAP Wheel, Beyond Repair.  Fuel:)",,"","",1,0,0,1,,0,0,,0
"R3 SCRAP (R3 SCRAP Wheel, Beyond Repair.  Igniter:)",,"","",0,0,0,0,,0,0,,0
"R4 SCRAP (R4 SCRAP Wheel, Beyond Repair.  Launcher:)",,"","",0,0,0,0,,0,0,,0
"R5 SCRAP (R5 SCRAP Wheel, Beyond Repair.  Velocity:)",,"","",0,0,0,0,,0,0,,0
"R6 SCRAP (R6 SCRAP Wheel, Beyond Repair.  Injector:)",,"","",1,0,0,1,,0,0,,0
"R7 SCRAP (R7 SCRAP Wheel, Beyond Repair.  Strike:)",,"","",4,0,0,4,,0,0,,0
"R8 SCRAP (R8 SCRAP Wheel, Beyond Repair.  Solid:)",,"","",1,0,0,1,,0,0,,0
"R9 SCRAP (R9 SCRAP Wheel, Beyond Repair.  Fire:)",,"","",2,0,0,2,,0,0,,0
"RAccess- SCRAP (Defective Wheel Accessories returned (DO NOT enter # of items, ju...",,"","",4,0,0,4,,0,0,,0
"TTR1 SCRAP (TTR1 SCRAP Wheel, Beyond Repair.  Attack:)",,"","",2,0,0,2,,0,0,,0
"RT-SCRAP WHEELS (DEFECTS:  SCRAP WHEELS.  Wheels not useful for Display,...) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total RT-SCRAP WHEELS (DEFECTS:  SCRAP WHEELS.  Wheels not useful for Display, Refinish...",,,,20,0,0,20,,0,,,0
"TTR16 (TTR16 - Attack Hyper Shot / Machined Outer / Clearcoated)",,,,,,,,,,,,
"TTR16-2126155 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 5.5...","Custom Wheel Solutions","","",32,0,0,32,,0,0,,0.5
"TTR16-2126160 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 6.0...",,,,,,,,,,,,
"TTR16-2126160-PC (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, ...","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"TTR16-2126160 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x...) - Other","Custom Wheel Solutions",1201260,"",27,0,0,27,"X",0,1201234,,0
"Total TTR16-2126160 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 6.0...",,,,29,0,0,29,,0,,,0
"TTR16-2126555 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5.5...",,,,,,,,,,,,
"TTR16-2126555-PC (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, ...","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"TTR16-2126555 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x...) - Other","Custom Wheel Solutions","","",24,0,0,24,,0,0,,0
"Total TTR16-2126555 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5.5...",,,,28,0,0,28,,0,,,0
"TTR16-2126560 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 6.0...",,,,,,,,,,,,
"TTR16-2126560-PC (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, ...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"TTR16-2126560 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x...) - Other","Custom Wheel Solutions",1201260,"",37,0,0,37,"X",0,1201224,,0
"Total TTR16-2126560 (20x12 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 6.0...",,,,38,0,0,38,,0,,,0
"TTR16-216145 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 4.50...","Custom Wheel Solutions",1201045,"",8,0,0,8,"X",0,1201038,,0
"TTR16-216150 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 5.00...","Custom Wheel Solutions",1201050,"",11,0,0,11,"X",0,1201040,,0
"TTR16-216155 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 5.50...","Custom Wheel Solutions",1201055,"",8,0,0,8,"X",0,1201048,,0
"TTR16-216160 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 6.00...","Custom Wheel Solutions",1201060,"",13,0,0,13,"X",0,1201048,,0
"TTR16-216545 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 4.50...","Custom Wheel Solutions",1201045,"",8,0,0,8,"X",0,1201038,,0
"TTR16-216550 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5.00...","Custom Wheel Solutions",1201050,"",11,0,0,11,"X",0,1201040,,0
"TTR16-216555 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5.50...","Custom Wheel Solutions",1201055,"",24,0,0,24,"X",0,1201032,,0
"TTR16-216560 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 6.00...","Custom Wheel Solutions",1201060,"",16,0,0,16,"X",0,1201045,,0
"TTR16-217345 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 4.50...","Custom Wheel Solutions",1201045,"",8,0,0,8,"X",0,1201038,,0
"TTR16-217350 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5.00...","Custom Wheel Solutions",1201050,"",6,0,0,6,"X",0,1201045,,0
"TTR16-217355 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5.50...","Custom Wheel Solutions",1201055,"",1,0,0,1,"X",0,1201055,,0.2
"TTR16-217360 (20x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 6.00...","Custom Wheel Solutions",1201060,"",14,0,0,14,"X",0,1201047,,0
"TTR16-2856145 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 4....","Custom Wheel Solutions",128545,"",14,0,0,14,"X",0,128532,,0
"TTR16-2856150 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 5....","Custom Wheel Solutions",128550,"",15,0,0,15,"X",0,128536,,0
"TTR16-2856155 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 5....","Custom Wheel Solutions",128555,"",15,0,0,15,"X",0,128541,,0
"TTR16-2856160 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.75, 6....","Custom Wheel Solutions",128560,"",12,0,0,12,"X",0,128549,,0
"TTR16-2856545 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 4....","Custom Wheel Solutions",128545,"",9,0,0,9,"X",0,128537,,0
"TTR16-2856550 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5....","Custom Wheel Solutions",128550,"",9,0,0,9,"X",0,128542,,0.5
"TTR16-2856555 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 5....","Custom Wheel Solutions",128555,"",17,0,0,17,"X",0,128539,,0
"TTR16-2856560 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x4.50, 6....","Custom Wheel Solutions",128560,"",16,0,0,16,"X",0,128545,,0
"TTR16-2857345 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 4....","Custom Wheel Solutions",128545,"",9,0,0,9,"X",0,128537,,0
"TTR16-2857350 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5....","Custom Wheel Solutions",128550,"",15,0,0,15,"X",0,128536,,0
"TTR16-2857355 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5....","Custom Wheel Solutions",128555,"",13,0,0,13,"X",0,128543,,0
"TTR16-2857360 (20x8.5 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 6....","Custom Wheel Solutions",128560,"",17,0,0,17,"X",0,128544,,0
"TTR16-8116150 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 5....","Custom Wheel Solutions","","",15,0,0,15,,0,0,,0
"TTR16-8116160 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 6....","Custom Wheel Solutions",181160,"",30,0,0,30,"X",0,181131,,0
"TTR16-8116165 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 6....","Custom Wheel Solutions",181165,"",18,0,0,18,"X",0,181148,,0
"TTR16-8116170 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 7....","Custom Wheel Solutions",181170,"",30,0,0,30,"X",0,181141,,0
"TTR16-8116550 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 5....","Custom Wheel Solutions","","",30,0,0,30,,0,0,,0
"TTR16-8116560 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 6....","Custom Wheel Solutions",181160,"",36,1,0,35,"X",0,181125,,0
"TTR16-8116565 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 6....","Custom Wheel Solutions",181165,"",36,0,0,36,"X",0,181130,,0
"TTR16-8116570 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 7....","Custom Wheel Solutions",181170,"",34,0,0,34,"X",0,181137,,0
"TTR16-8117350 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x.5.00, 5....","Custom Wheel Solutions","","",32,0,0,32,,0,0,,0
"TTR16-8117360 (18x11 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 6.0...","Custom Wheel Solutions","","",36,0,0,36,,0,0,,0
"TTR16-816145 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 4.5...","Custom Wheel Solutions",181045,"",15,0,0,15,"X",0,181031,,0
"TTR16-816150 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 5.0...","Custom Wheel Solutions",181050,"",33,0,0,33,"X",0,181018,,0
"TTR16-816155 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 5.5...","Custom Wheel Solutions",181055,"",22,0,0,22,"X",0,181034,,0
"TTR16-816160 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.75, 6.0...","Custom Wheel Solutions",181060,"",15,0,0,15,"X",0,181046,,0
"TTR16-816545 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 4.5...","Custom Wheel Solutions",181045,"",13,0,0,13,"X",0,181033,,0
"TTR16-816550 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 5.0...","Custom Wheel Solutions",181050,"",10,0,0,10,"X",0,181041,,0
"TTR16-816555 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 5.5...","Custom Wheel Solutions",181055,"",11,0,0,11,"X",0,181045,,0
"TTR16-816560 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x.4.50, 6.0...","Custom Wheel Solutions",181060,"",13,0,0,13,"X",0,181048,,0
"TTR16-817350 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5.00...","Custom Wheel Solutions",181050,"",6,0,0,6,"X",0,181045,,0
"TTR16-817355 (18x10 Attack Hyper Shot / Machined Outer / Clearcoated 5x5.00, 5.50...","Custom Wheel Solutions",181055,"",9,0,0,9,"X",0,181047,,0
